opeid,instnm,city,stabbr,insturl,adm_rate,sat_avg,grad_debt_mdn,inexpfte,pftfac,locale,ugds_white,c150_4,adm_rate_rank,sat_avg_rank,c150_4_rank,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
208600,Mount St Mary's University,Emmitsburg,MD,www.msmary.edu,0.6687,1048,25995,9008,1,31,0.711,0.6439,923,1085,-5267,-12899,4629,1685,5304
237500,Southwest Minnesota State University,Marshall,MN,www.smsu.edu,0.6694,990,22500,5745,0.5238,33,0.8241,0.432,959,5481,6940,7482,9831,5403,-2416
398200,Cleveland Institute of Art,Cleveland,OH,www.cia.edu,0.6699,1048,29000,12963,0.4206,11,0.7005,0.6505,985,1085,-5647,11899,4146,-2821,11941
230700,Oakland University,Rochester Hills,MI,www.oakland.edu,0.67,1070,25000,7654,0.5169,21,0.7533,0.456,990,-582,5557,7777,6575,3228,3106
292900,Gardner-Webb University,Boiling Springs,NC,www.gardner-webb.edu,0.6712,1020,23988,5645,1,32,0.6894,0.5397,1053,3207,736,-12899,3636,5517,871
332916,Pennsylvania State University-Penn State Shenango,Sharon,PA,shenango.psu.edu,0.6716,885,27000,6227,0.549,21,0.8226,0.3178,1074,13438,13518,6404,9762,4854,7523
4127100,University of California-Merced,Merced,CA,www.ucmerced.edu,0.6718,1031,19500,7748,0.8678,41,0.1412,0.6356,1084,2373,-4789,-7241,-21577,3121,-9042
234200,St Catherine University,Saint Paul,MN,www.stkate.edu,0.6721,1032,28065,10127,0.5755,11,0.6523,0.5853,1100,2298,-1891,5269,1930,410,9876
181400,Indiana University-Kokomo,Kokomo,IN,www.iuk.edu,0.6726,934,19052,5500,0.5268,13,0.8407,0.2786,1126,9724,15776,7354,10595,5682,-10031
712100,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,www.faith.edu,0.6733,1004,17500,6877,0.5143,21,0.9267,0.6374,1163,4420,-4892,7889,14550,4113,-13459
288500,Albany College of Pharmacy and Health Sciences,Albany,NY,www.acphs.edu,0.674,1165,26144,12450,0.7891,13,0.6375,0.7743,1199,-7782,-12778,-3872,1249,-2236,5633
366500,West Texas A & M University,Canyon,TX,www.wtamu.edu,0.6742,970,21374,6645,0.7772,31,0.6159,0.4047,1210,6996,8512,-3363,255,4378,-4903
388400,Ripon College,Ripon,WI,www.ripon.edu,0.6745,1108,27000,9719,0.7416,32,0.8402,0.6773,1225,-3462,-7191,-1839,10572,875,7523
162600,University of Idaho,Moscow,ID,www.uidaho.edu,0.6748,1057,24428,11119,0.7953,41,0.7725,0.5779,1241,403,-1465,-4138,7458,-720,1843
377800,Gonzaga University,Spokane,WA,www.gonzaga.edu,0.6751,1207,25500,9857,0.5997,12,0.7316,0.8315,1257,-10965,-16073,4234,5577,718,4210
316700,University of Science and Arts of Oklahoma,Chickasha,OK,www.usao.edu,0.6755,1039,22274,7758,0.6854,32,0.6355,0.4631,1277,1767,5148,566,1157,3109,-2915
211400,American International College,Springfield,MA,www.aic.edu,0.6757,887,27000,6417,0.2005,12,0.4216,0.3774,1288,13286,10085,21319,-8681,4637,7523
167600,Elmhurst College,Elmhurst,IL,www.elmhurst.edu,0.6771,1089,22000,8231,0.4548,21,0.6971,0.7396,1361,-2022,-10780,10435,3990,2571,-3520
316600,Oklahoma City University,Oklahoma City,OK,www.okcu.edu,0.6777,1165,23835,12219,0.6226,11,0.6007,0.5865,1392,-7782,-1960,3254,-444,-1973,533
143100,University of Delaware,Newark,DE,www.udel.edu/,0.6783,1194,24195,17395,0.9606,21,0.7517,0.7898,1424,-9979,-13671,-11212,6501,-7870,1328
220100,Pine Manor College,Chestnut Hill,MA,www.pmc.edu,0.6784,780,32125,10992,0.4211,21,0.0673,0.3533,1429,21395,11473,11877,-24976,-575,18843
101600,University of North Alabama,Florence,AL,www.una.edu,0.6788,1029,21500,7218,1,13,0.7123,0.3887,1450,2525,9434,-12899,4689,3725,-4624
184700,Buena Vista University,Storm Lake,IA,www.bvu.edu,0.6789,1047,23877.5,7185,0.181,33,0.8066,0.4579,1455,1161,5448,22153,9026,3762,627
282100,Saint John Fisher College,Rochester,NY,www.sjfc.edu,0.6791,1091,24980,9198,1,21,0.8373,0.7153,1465,-2174,-9380,-12899,10438,1469,3062
233400,Augsburg College,Minneapolis,MN,www.augsburg.edu,0.6802,1074,27000,9081,0.4751,11,0.5846,0.6264,1523,-885,-4259,9566,-1184,1602,7523
154600,Armstrong State University,Savannah,GA,www.armstrong.edu,0.6803,1006,21000,6105,1,12,0.582,0.3032,1528,4268,14359,-12899,-1304,4993,-5729
260800,Georgian Court University,Lakewood,NJ,georgian.edu/,0.6806,945,25700,6982,0.4378,13,0.565,0.4821,1544,8891,4054,11163,-2086,3994,4652
291300,Campbell University,Buies Creek,NC,www.campbell.edu,0.6806,1025,23992.5,11643,0.4724,31,0.5681,0.5056,1544,2828,2700,9682,-1943,-1317,881
178800,Butler University,Indianapolis,IN,www.butler.edu,0.6846,1205,27000,13481,1,11,0.8283,0.7784,1752,-10813,-13015,-12899,10024,-3411,7523
219300,Mount Ida College,Newton,MA,www.mountida.edu,0.6849,886,27000,8297,0.3913,13,0.5891,0.4083,1768,13362,8305,13153,-977,2495,7523
352800,Union University,Jackson,TN,www.uu.edu,0.6858,1170,25000,8745,0.499,13,0.703,0.6619,1815,-8161,-6304,8543,4261,1985,3106
308900,Ohio Northern University,Ada,OH,www.onu.edu/,0.6859,1180,27000,12519,0.8067,31,0.842,0.6905,1820,-8918,-7951,-4626,10654,-2315,7523
386800,Milwaukee School of Engineering,Milwaukee,WI,www.msoe.edu,0.6865,1243,27000,11075,0.5175,11,0.6883,0.5616,1851,-13693,-526,7752,3585,-670,7523
214400,Dean College,Franklin,MA,www.dean.edu,0.6866,857,17184.5,7298,0.2562,21,0.4857,0.4316,1857,15560,6963,18935,-5733,3634,-14156
195200,Asbury University,Wilmore,KY,www.asbury.edu,0.687,1135,25250,9212,0.5185,31,0.8052,0.6773,1878,-5508,-7191,7709,8962,1453,3658
332500,Millersville University of Pennsylvania,Millersville,PA,www.millersville.edu,0.6871,1012,25500,8254,0.6569,21,0.7673,0.6415,1883,3813,-5128,1786,7219,2544,4210
336600,Saint Francis University,Loretto,PA,www.francis.edu,0.6872,1033,27000,8103,1,31,0.8183,0.7209,1888,2222,-9702,-12899,9564,2716,7523
2065300,Prescott College,Prescott,AZ,www.prescott.edu,0.6873,1073,24398.5,7738,0.8657,13,0.7004,0.3483,1893,-810,11761,-7151,4142,3132,1777
280500,Roberts Wesleyan College,Rochester,NY,WWW.Roberts.edu,0.6875,1059,21946.5,10621,0.8729,21,0.7221,0.6293,1904,251,-4426,-7459,5140,-152,-3638
271200,D'Youville College,Buffalo,NY,www.dyc.edu,0.6879,1035,25500,9847,0.6178,11,0.7433,0.4398,1925,2070,6490,3459,6115,729,4210
374700,The University of Virginia's College at Wise,Wise,VA,https://www.uvawise.edu/,0.6882,946,20844.5,8272,0.4785,32,0.7847,0.459,1940,8815,5384,9421,8019,2524,-6072
226600,Cornerstone University,Grand Rapids,MI,www.cornerstone.edu,0.6884,1051,23438,6235,0.9853,12,0.7866,0.4537,1951,858,5690,-12269,8106,4845,-344
189500,Waldorf College,Forest City,IA,www.waldorf.edu,0.6885,913,20760.5,3447,0.6774,33,0.6733,0.3305,1956,11316,12787,908,2895,8021,-6258
225900,Eastern Michigan University,Ypsilanti,MI,www.emich.edu,0.6887,1028,26000,8398,1,21,0.6595,0.3655,1966,2601,10771,-12899,2261,2380,5315
185000,Central College,Pella,IA,www.central.edu,0.689,1101,27000,13075,0.8684,32,0.8972,0.6807,1982,-2932,-7387,-7266,13193,-2948,7523
703200,MidAmerica Nazarene University,Olathe,KS,www.mnu.edu,0.6899,1010,17010,6311,0.9362,21,0.6104,0.5,2029,3965,3023,-10168,2,4758,-14542
172500,Monmouth College,Monmouth,IL,www.monmouthcollege.edu,0.6906,1033,27436,10582,0.6894,32,0.6432,0.5561,2065,2222,-209,395,1511,-108,8486
232300,University of Detroit Mercy,Detroit,MI,www.udmercy.edu,0.6906,1110,25000,13830,1,11,0.5622,0.5438,2065,-3614,500,-12899,-2214,-3809,3106
754400,Appalachian Bible College,Mount Hope,WV,www.abc.edu,0.6914,1007,9300,4059,1,41,0.9643,0.625,2107,4192,-4178,-12899,16279,7324,-31571
391100,Viterbo University,La Crosse,WI,www.viterbo.edu,0.6914,1089,27000,5846,0.4345,13,0.9004,0.4846,2107,-2022,3910,11304,13340,5288,7523
175300,School of the Art Institute of Chicago,Chicago,IL,www.saic.edu,0.6915,1065,25000,13923,0.2013,11,0.4039,0.5714,2112,-203,-1090,21285,-9495,-3915,3106
178100,Wheaton College,Wheaton,IL,www.wheaton.edu,0.6915,1311,22500,13157,0.6782,21,0.7623,0.8931,2112,-18846,-19622,874,6989,-3042,-2416
159100,Shorter University,Rome,GA,www.shorter.edu,0.6922,951,29000,5685,0.7086,13,0.6253,0.4515,2149,8436,5816,-427,688,5471,11941
179800,Franklin College,Franklin,IN,www.franklincollege.edu,0.6922,1031,27000,9207,0.7241,21,0.8376,0.6113,2149,2373,-3389,-1090,10452,1459,7523
291000,Belmont Abbey College,Belmont,NC,www.belmontabbeycollege.edu,0.6923,1000,27000,4841,0.5489,22,0.4065,0.3811,2154,4723,9872,6408,-9375,6433,7523
186000,Drake University,Des Moines,IA,www.drake.edu,0.6926,1239,24500,9898,0.6667,12,0.7903,0.778,2170,-13390,-12992,1366,8277,671,2002
224300,Central Michigan University,Mount Pleasant,MI,www.cmich.edu,0.6927,1050,27000,8491,0.6602,32,0.7954,0.5554,2175,933,-169,1644,8511,2274,7523
214700,Emmanuel College,Boston,MA,www.emmanuel.edu,0.693,1093,27000,7602,0.4026,11,0.7194,0.6417,2191,-2325,-5140,12669,5016,3287,7523
373600,Roanoke College,Salem,VA,www.roanoke.edu,0.6932,1087,27000,9685,0.7626,22,0.8263,0.6371,2201,-1871,-4875,-2738,9932,914,7523
321600,Portland State University,Portland,OR,www.pdx.edu,0.6933,1030,23368.5,8454,0.581,11,0.6014,0.4205,2206,2449,7602,5034,-412,2316,-498
306600,Lake Erie College,Painesville,OH,www.lec.edu,0.6936,966,27000,5388,1,21,0.7648,0.4859,2222,7299,3835,-12899,7104,5810,7523
266800,Alfred University,Alfred,NY,www.alfred.edu,0.6944,1064,27000,10968,0.8276,33,0.6911,0.5538,2264,-127,-77,-5520,3714,-548,7523
307300,Marietta College,Marietta,OH,www.marietta.edu,0.6946,1105,27000,12859,1,31,0.7283,0.6312,2274,-3235,-4535,-12899,5425,-2702,7523
407200,Northwood University-Michigan,Midland,MI,www.northwood.edu,0.6947,1004,22750,5582,1,13,0.6635,0.5629,2279,4420,-601,-12899,2445,5589,-1864
158500,University of North Georgia,Dahlonega,GA,www.ung.edu,0.6948,1016,15000,4906,0.6748,31,0.7778,0.2513,2285,3510,17349,1020,7702,6359,-18981
337600,Thiel College,Greenville,PA,www.thiel.edu,0.6949,970,28000,7217,0.566,31,0.7834,0.3596,2290,6996,11110,5676,7959,3726,9732
126200,Point Loma Nazarene University,San Diego,CA,www.pointloma.edu,0.6953,1135,25000,8862,1,11,0.6176,0.7342,2311,-5508,-10468,-12899,334,1852,3106
190300,Baker University,Baldwin City,KS,www.bakeru.edu,0.6953,1059,25250,5319,0.1374,31,0.7107,0.5768,2311,251,-1401,24019,4615,5888,3658
237100,University of Northwestern-St Paul,Saint Paul,MN,www.unwsp.edu,0.6954,1110,22250,7434,1,21,0.8416,0.6681,2316,-3614,-6661,-12899,10636,3479,-2968
335000,The University of the Arts,Philadelphia,PA,www.uarts.edu,0.6954,1006,27000,12486,1,11,0.6153,0.5956,2316,4268,-2484,-12899,228,-2277,7523
235400,Hamline University,Saint Paul,MN,www.hamline.edu,0.6959,1101,25500,7489,0.4948,11,0.7232,0.6459,2342,-2932,-5382,8723,5190,3416,4210
265700,New Mexico State University-Main Campus,Las Cruces,NM,www.nmsu.edu/,0.696,984,18340,9196,0.7524,22,0.3084,0.4569,2347,5935,5505,-2302,-13887,1471,-11604
157300,Georgia Southwestern State University,Americus,GA,https://gsw.edu/,0.6964,970,21500,6156,0.7396,32,0.6277,0.3206,2368,6996,13357,-1754,798,4935,-4624
178000,Western Illinois University,Macomb,IL,www.wiu.edu,0.6964,970,24091,11581,0.8979,33,0.6308,0.5426,2368,6996,569,-8529,941,-1246,1098
227500,Kalamazoo College,Kalamazoo,MI,www.kzoo.edu,0.6965,1239,25936,15391,0.8769,13,0.6171,0.8159,2373,-13390,-15175,-7630,311,-5587,5173
254800,Hastings College,Hastings,NE,www.hastings.edu,0.6965,1079,27000,8140,1,32,0.8326,0.5875,2373,-1264,-2018,-12899,10222,2674,7523
256500,University of Nebraska-Lincoln,Lincoln,NE,www.unl.edu/,0.6989,1146,21500,10896,0.9254,11,0.7784,0.6679,2499,-6342,-6649,-9706,7729,-466,-4624
189300,Upper Iowa University,Fayette,IA,www.uiu.edu,0.6994,950,21250,3549,1,43,0.6612,0.383,2525,8512,9762,-12899,2339,7905,-5177
184400,Wabash College,Crawfordsville,IN,www.wabash.edu,0.6998,1128,25000,15009,0.9314,32,0.7465,0.7349,2546,-4978,-10509,-9963,6262,-5152,3106
258901,University of New Hampshire at Manchester,Manchester,NH,manchester.unh.edu,0.7008,1010,27000,8302,0.2857,12,0.7493,0.4667,2598,3965,4941,17672,6391,2490,7523
260300,Drew University,Madison,NJ,www.drew.edu,0.7017,1118,27000,12802,0.5985,21,0.545,0.6231,2645,-4220,-4069,4285,-3005,-2637,7523
262200,Kean University,Union,NJ,www.kean.edu,0.7036,907,24500,9932,0.263,21,0.3795,0.4848,2744,11771,3898,18644,-10617,633,2002
4095300,The King’s College,New York,NY,www.tkc.edu,0.7039,1127,23250,12346,0.6,11,0.7324,0.5294,2760,-4902,1329,4221,5614,-2118,-759
281700,St Bonaventure University,Saint Bonaventure,NY,www.sbu.edu,0.7043,1066,27000,8189,0.6652,33,0.6963,0.6803,2780,-279,-7364,1430,3953,2618,7523
241000,Jackson State University,Jackson,MS,www.jsums.edu,0.7047,911,29500,7627,0.6906,12,0.0415,0.4318,2801,11467,6951,343,-26163,3259,13045
110600,Williams Baptist College,Walnut Ridge,AR,www.wbcoll.edu,0.7049,983,19000,5047,0.9688,42,0.8504,0.4056,2812,6011,8461,-11563,11041,6198,-10146
181300,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,www.iupui.edu,0.7049,1010,24147.5,15469,0.6291,11,0.7186,0.4343,2812,3965,6807,2975,4979,-5676,1223
185200,Clarke University,Dubuque,IA,www.clarke.edu,0.7049,1029,26000,8648,0.5742,13,0.8692,0.741,2812,2525,-10860,5325,11905,2095,5315
143600,Capitol Technology University,Laurel,MD,www.captechu.edu,0.705,1075,23000,6546,0.1899,21,0.4507,0.4103,2817,-961,8190,21773,-7343,4490,-1311
180500,Indiana Institute of Technology,Fort Wayne,IN,www.indianatech.edu,0.7057,965,27013.5,3392,1,11,0.4047,0.3118,2853,7375,13864,-12899,-9458,8084,7553
218800,Salem State University,Salem,MA,www.salemstate.edu,0.7057,984,25000,8666,0.9891,21,0.6843,0.4598,2853,5935,5338,-12432,3401,2075,3106
110200,Ouachita Baptist University,Arkadelphia,AR,www.obu.edu,0.7061,1112,23250,8934,1,32,0.8426,0.5817,2874,-3765,-1684,-12899,10682,1770,-759
245800,Cottey College,Nevada,MO,www.cottey.edu,0.7063,1019,12000,20532,0.7872,33,0.6431,0.6742,2885,3283,-7012,-3791,1506,-11444,-25607
231100,Kuyper College,Grand Rapids,MI,www.kuyper.edu,0.7065,1030,24750,10725,0.58,21,0.7765,0.6563,2895,2449,-5981,5077,7642,-271,2554
282500,Saint Joseph's College-New York,Brooklyn,NY,www.sjcny.edu,0.7073,1031,22143.5,8251,1,11,0.6263,0.6803,2937,2373,-7364,-12899,734,2548,-3203
335700,Point Park University,Pittsburgh,PA,www.pointpark.edu,0.7074,995,27000,9247,0.2305,11,0.7019,0.5827,2942,5102,-1741,20035,4211,1413,7523
326200,Elizabethtown College,Elizabethtown,PA,www.etown.edu,0.7082,1133,27000,13429,0.7164,21,0.8632,0.6949,2984,-5357,-8205,-761,11629,-3352,7523
350500,Maryville College,Maryville,TN,www.maryvillecollege.edu,0.7083,1049,27000,6739,1,21,0.784,0.5421,2989,1009,597,-12899,7987,4270,7523
221100,Springfield College,Springfield,MA,www.springfield.edu/,0.7087,1025,24826.5,10507,1,12,0.8305,0.6872,3010,2828,-7761,-12899,10125,-23,2723
134900,University of Northern Colorado,Greeley,CO,www.unco.edu,0.7088,1033,22500,8348,0.6364,13,0.5633,0.4635,3015,2222,5125,2663,-2164,2437,-2416
262800,Rider University,Lawrenceville,NJ,www.rider.edu,0.7091,1026,26174,13081,0.472,21,0.6445,0.632,3031,2752,-4581,9699,1571,-2955,5699
114600,California State University-Chico,Chico,CA,www.csuchico.edu,0.7096,996,16500,6913,0.5236,13,0.4917,0.5926,3057,5026,-2312,7491,-5457,4072,-15668
242300,Mississippi State University,Mississippi State,MS,www.msstate.edu,0.7102,1126,23537,7318,0.8673,33,0.7217,0.6043,3088,-4826,-2986,-7219,5121,3611,-125
363200,Texas A & M University-College Station,College Station,TX,www.tamu.edu,0.7103,1206,19000,14943,0.8763,13,0.661,0.7934,3094,-10889,-13879,-7604,2330,-5077,-10146
326700,Geneva College,Beaver Falls,PA,www.geneva.edu,0.7106,1072,26000,8417,0.9694,21,0.8632,0.6468,3109,-734,-5434,-11589,11629,2359,5315
187400,Luther College,Decorah,IA,www.luther.edu,0.7116,1157,27000,13112,0.7727,33,0.8465,0.8159,3161,-7175,-15175,-3170,10861,-2991,7523
345600,Winthrop University,Rock Hill,SC,www.winthrop.edu,0.7118,1053,27000,8526,0.5581,13,0.5809,0.5144,3172,706,2193,6014,-1354,2234,7523
161100,University of Hawaii at Hilo,Hilo,HI,hilo.hawaii.edu,0.7134,936,19197,13729,0.7363,33,0.2273,0.3843,3255,9573,9688,-1613,-17617,-3694,-9711
180800,University of Southern Indiana,Evansville,IN,www.usi.edu,0.7134,1001,22866,6024,0.576,22,0.8581,0.4068,3255,4647,8391,5248,11395,5085,-1607
110700,Southern Arkansas University Main Campus,Magnolia,AR,WWW.SAUMAG.EDU,0.7142,989,17000,6436,0.6942,33,0.6311,0.3061,3297,5556,14192,189,954,4616,-14564
324700,Misericordia University,Dallas,PA,www.misericordia.edu,0.7146,1074,27000,7079,1,21,0.9298,0.7116,3318,-885,-9167,-12899,14693,3883,7523
216000,Lesley University,Cambridge,MA,www.lesley.edu,0.7149,1086,25000,9026,0.8191,12,0.6833,0.5826,3334,-1795,-1736,-5156,3355,1665,3106
341800,Anderson University,Anderson,SC,www.andersonuniversity.edu,0.7152,1038,27000,5479,0.3765,13,0.8312,0.5175,3349,1843,2015,13786,10158,5706,7523
140600,Southern Connecticut State University,New Haven,CT,www.southernct.edu,0.7154,932,24099,11023,0.4605,12,0.5757,0.5287,3360,9876,1369,10191,-1594,-610,1116
196100,Centre College,Danville,KY,www.centre.edu,0.7157,1263,27000,16874,0.8811,32,0.8042,0.8214,3375,-15209,-15492,-7810,8916,-7277,7523
226200,Kettering University,Flint,MI,WWW.KETTERING.EDU,0.7164,1223,27000,11797,1,12,0.7644,0.5714,3412,-12177,-1090,-12899,7085,-1492,7523
383900,Carthage College,Kenosha,WI,www.carthage.edu,0.7165,1104,27000,9053,1,22,0.7464,0.6069,3417,-3159,-3135,-12899,6257,1634,7523
370900,Emory & Henry College,Emory,VA,www.ehc.edu,0.7172,995,27000,10689,0.6286,41,0.7623,0.473,3454,5102,4578,2997,6989,-230,7523
307200,Malone University,Canton,OH,www.malone.edu,0.7174,1045,25000,7392,0.5164,13,0.8409,0.5141,3464,1312,2210,7799,10604,3526,3106
297900,Warren Wilson College,Swannanoa,NC,www.warren-wilson.edu,0.7177,1134,23250,11700,0.6068,21,0.823,0.51,3480,-5432,2447,3930,9780,-1382,-759
323000,Allegheny College,Meadville,PA,www.allegheny.edu,0.7177,1170,29046,12779,1,32,0.7917,0.7829,3480,-8161,-13274,-12899,8341,-2611,12043
320800,Northwest Christian University,Eugene,OR,www.nwcu.edu/,0.7191,987,23750,4694,0.9286,12,0.7927,0.6625,3553,5708,-6338,-9843,8387,6600,345
336800,Saint Vincent College,Latrobe,PA,www.stvincent.edu,0.7192,1034,27000,7509,0.9561,21,0.8446,0.7421,3558,2146,-10924,-11020,10774,3393,7523
352700,Tusculum College,Greeneville,TN,www.tusculum.edu,0.7194,990,28000,4227,1,32,0.7056,0.3619,3568,5481,10978,-12899,4381,7132,9732
204300,Husson University,Bangor,ME,www.husson.edu,0.7195,951,26250,6040,0.4169,13,0.894,0.4209,3574,8436,7579,12057,13046,5067,5867
406900,University of Minnesota-Crookston,Crookston,MN,www1.crk.umn.edu/,0.7196,1006,19500,6197,0.9545,32,0.7974,0.479,3579,4268,4232,-10951,8603,4888,-9042
304500,The University of Findlay,Findlay,OH,www.findlay.edu/,0.7197,1035,23734,8270,0.7817,32,0.8012,0.5463,3584,2070,356,-3556,8778,2526,310
223600,Alma College,Alma,MI,alma.edu,0.7198,1101,27000,11731,0.6,32,0.8355,0.6075,3589,-2932,-3170,4221,10355,-1417,7523
102400,University of West Alabama,Livingston,AL,www.uwa.edu,0.7199,990,24253,7552,0.5096,43,0.4421,0.329,3595,5481,12873,8090,-7738,3344,1456
248200,Maryville University of Saint Louis,Saint Louis,MO,www.maryville.edu,0.7205,1137,24000,6558,0.2214,21,0.7537,0.6604,3626,-5660,-6217,20424,6593,4477,897
252100,Webster University,Saint Louis,MO,www.webster.edu,0.7206,1105,25000,6722,1,21,0.6238,0.6364,3631,-3235,-4835,-12899,619,4290,3106
351000,Middle Tennessee State University,Murfreesboro,TN,www.mtsu.edu,0.7206,1032,21743,8512,0.7446,12,0.6596,0.462,3631,2298,5212,-1968,2265,2250,-4088
230100,Northern Michigan University,Marquette,MI,www.nmu.edu,0.7209,1010,22000,7460,0.6817,33,0.8601,0.4847,3647,3965,3904,724,11487,3449,-3520
142200,University of Hartford,West Hartford,CT,www.hartford.edu,0.7213,1000,26960,12724,0.4702,12,0.5819,0.527,3668,4723,1467,9776,-1308,-2548,7435
198900,University of Kentucky,Lexington,KY,www.uky.edu,0.7221,1142,21500,11208,0.8198,11,0.7681,0.6139,3709,-6039,-3539,-5186,7255,-821,-4624
329300,Lycoming College,Williamsport,PA,www.lycoming.edu,0.7222,1043,27000,8436,0.704,13,0.756,0.6176,3715,1464,-3752,-230,6699,2337,7523
218700,Massachusetts College of Liberal Arts,North Adams,MA,www.mcla.edu,0.7227,977,25000,9487,0.5172,31,0.7594,0.5169,3741,6466,2049,7765,6855,1140,3106
218400,Fitchburg State University,Fitchburg,MA,www.fitchburgstate.edu,0.7231,1004,22650,8460,0.5339,22,0.7458,0.5675,3762,4420,-866,7050,6230,2310,-2084
346500,Mount Marty College,Yankton,SD,www.mtmc.edu,0.7236,990,27000,7255,0.395,33,0.8139,0.5441,3788,5481,482,12995,9362,3683,7523
382300,West Liberty University,West Liberty,WV,www.westliberty.edu/,0.7236,965,24915,5416,0.6473,41,0.8759,0.4,3788,7375,8783,2196,12213,5778,2918
109000,Arkansas State University-Main Campus,Jonesboro,AR,www2.astate.edu,0.7239,1088,19250,5358,0.7288,13,0.7372,0.393,3803,-1946,9186,-1292,5834,5844,-9594
266600,Adelphi University,Garden City,NY,www.adelphi.edu/,0.7242,1092,25000,12729,0.3175,21,0.5409,0.6398,3819,-2249,-5031,16311,-3194,-2554,3106
182600,Purdue University-North Central Campus,Westville,IN,www.pnc.edu,0.7251,959,25000,5080,0.9565,41,0.8158,0.2415,3866,7830,17914,-11037,9449,6161,3106
301200,Ashland University,Ashland,OH,https://www.ashland.edu,0.7257,1048,27000,7174,0.4511,31,0.7806,0.5684,3897,1085,-918,10594,7830,3775,7523
3106200,Our Lady of the Lake College,Baton Rouge,LA,www.ololcollege.edu,0.726,1010,25000,7026,0.5032,12,0.6718,0.3068,3913,3965,14152,8364,2826,3943,3106
375400,Virginia Polytechnic Institute and State University,Blacksburg,VA,WWW.VT.EDU,0.7263,1215,24250,11178,0.9818,13,0.6967,0.8258,3929,-11571,-15745,-12120,3972,-787,1449
115000,California State University-Sacramento,Sacramento,CA,www.csus.edu,0.7265,937,16500,7426,0.4741,11,0.3028,0.4373,3939,9497,6634,9609,-14145,3488,-15668
254200,Creighton University,Omaha,NE,www.creighton.edu,0.7267,1200,23250,13517,0.6414,11,0.7257,0.7785,3949,-10434,-13020,2449,5305,-3452,-759
195900,Campbellsville University,Campbellsville,KY,www.campbellsville.edu,0.7272,964,18500,5694,0.9349,32,0.7282,0.3937,3975,7451,9146,-10112,5420,5461,-11251
148700,Eckerd College,Saint Petersburg,FL,www.eckerd.edu,0.7274,1153,27000,11485,0.7639,12,0.7711,0.6571,3986,-6872,-6027,-2794,7393,-1137,7523
302300,Capital University,Columbus,OH,www.capital.edu,0.7274,1100,27000,9208,0.4485,21,0.7648,0.5902,3986,-2856,-2173,10705,7104,1457,7523
361500,Texas State University,San Marcos,TX,www.txstate.edu,0.729,1032,21358.5,6511,0.7171,23,0.5104,0.5511,4069,2298,79,-791,-4597,4530,-4937
371900,Longwood University,Farmville,VA,www.longwood.edu,0.7292,1005,24588.5,7687,1,33,0.7777,0.6616,4080,4344,-6286,-12899,7697,3190,2197
218000,Massachusetts College of Art and Design,Boston,MA,www.massart.edu,0.7294,1077,26000,11227,0.8409,11,0.6536,0.7033,4090,-1113,-8688,-6089,1989,-843,5315
202100,Northwestern State University of Louisiana,Natchitoches,LA,www.nsula.edu/,0.7298,1027,22375,5447,0.9904,33,0.5513,0.3779,4111,2677,10056,-12488,-2716,5742,-2692
450800,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,www.ucdenver.edu/,0.7299,1055,21500,26708,0.6694,11,0.5049,0.3996,4116,555,8806,1251,-4850,-18481,-4624
185900,Dordt College,Sioux Center,IA,www.dordt.edu,0.7299,1100,23250,9273,1,33,0.7446,0.6558,4116,-2856,-5952,-12899,6175,1383,-759
325800,Duquesne University,Pittsburgh,PA,www.duq.edu,0.7306,1144,27000,10922,0.4926,11,0.8303,0.7796,4153,-6190,-13084,8817,10116,-495,7523
352600,Trevecca Nazarene University,Nashville,TN,www.trevecca.edu,0.7308,1066,19500,6894,1,11,0.7122,0.5138,4163,-279,2228,-12899,4684,4094,-9042
132200,University of Redlands,Redlands,CA,www.redlands.edu,0.7309,1110,27000,9254,0.969,13,0.469,0.6871,4169,-3614,-7755,-11572,-6501,1405,7523
293000,Greensboro College,Greensboro,NC,www.greensboro.edu,0.7311,876,26000,6394,1,11,0.5263,0.3697,4179,14120,10529,-12899,-3866,4663,5315
170000,Judson University,Elgin,IL,www.judsonu.edu,0.7312,1080,23500,6450,0.3641,12,0.6194,0.4972,4184,-1340,3184,14317,416,4600,-207
224100,Calvin College,Grand Rapids,MI,www.calvin.edu,0.7314,1182,26999.5,12897,0.9843,12,0.7464,0.7369,4195,-9070,-10624,-12227,6257,-2746,7522
290700,University of North Carolina at Asheville,Asheville,NC,www.unca.edu,0.7314,1191,21451.5,8967,0.7663,13,0.821,0.6416,4195,-9752,-5134,-2897,9688,1732,-4732
314400,Xavier University,Cincinnati,OH,www.xavier.edu,0.7315,1113,27000,10076,0.5158,11,0.7236,0.7113,4200,-3841,-9149,7824,5209,468,7523
295400,University of North Carolina at Pembroke,Pembroke,NC,www.uncp.edu,0.7326,930,21000,7060,0.8117,32,0.3811,0.3435,4257,10028,12038,-4840,-10544,3905,-5729
327500,Holy Family University,Philadelphia,PA,www.holyfamily.edu,0.7326,925,27000,8916,0.2265,11,0.6333,0.5561,4257,10407,-209,20206,1056,1790,7523
