OPEID,INSTNM,CITY,STABBR,INSTURL,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,INEXPFTE,PFTFAC,LOCALE,UGDS_WHITE,C150_4,adm_rank,sat_avg_rank,grad_debt_rank,ugrad_white_rank,inexpfte_rank,pftfac_rank,c150_rank
344000,Newberry College,Newberry,SC,www.newberry.edu,0.5675,945,27000,6619,1,32,0.5892,0.4108,365,1066,1151,442,950,190,981
357100,Hardin-Simmons University,Abilene,TX,www.hsutx.edu,0.568,1037,25864,10505,0.6884,12,0.7126,0.5244,366,652,792,772,368,655,680
187900,Morningside College,Sioux City,IA,www.morningside.edu,0.5682,1065,27000,5590,1,13,0.8275,0.5364,367,513,1151,1107,1110,190,640
188000,Mount Mercy University,Cedar Rapids,IA,www.mtmercy.edu,0.5683,1030,23489.5,8414,1,12,0.8391,0.7151,368,703,517,1146,638,190,217
141702,University of Connecticut-Stamford,Stamford,CT,uconn.edu/,0.5685,1001,21500,6037,1,12,0.4266,0.4831,369,843,350,215,1048,190,787
263800,Saint Peter's University,Jersey City,NJ,www.saintpeters.edu,0.569,899,25000,8356,0.3517,12,0.1997,0.5303,370,1167,731,92,659,1139,661
389500,University of Wisconsin-Madison,Madison,WI,www.wisc.edu,0.5694,1286,22805,14367,0.8165,12,0.7705,0.8368,371,92,446,934,160,459,84
346700,Presentation College,Aberdeen,SD,www.presentation.edu,0.5695,980,25000,5930,0.7083,33,0.6525,0.4133,372,934,731,595,1067,627,977
109300,Central Baptist College,Conway,AR,www.cbc.edu,0.5697,985,21500,5018,0.3671,13,0.6701,0.3173,373,916,350,649,1172,1124,1160
290500,North Carolina A & T State University,Greensboro,NC,www.ncat.edu,0.57,910,28500,8997,0.6745,11,0.0442,0.4793,374,1148,1188,52,533,681,803
118300,Holy Names University,Oakland,CA,www.hnu.edu,0.5706,885,27000,8413,0.2293,11,0.2087,0.4954,375,1184,1151,97,639,1222,758
154001,St Andrews University,Laurinburg,NC,www.sa.edu,0.5713,940,21562,5734,0.5636,32,0.5574,0.2971,376,1082,353,380,1084,887,1181
241400,Millsaps College,Jackson,MS,www.millsaps.edu,0.5718,1178,27000,14341,0.7807,12,0.7454,0.6429,377,200,1151,859,162,502,368
345000,University of South Carolina-Beaufort,Bluffton,SC,www.uscb.edu,0.5724,933,23292,6669,0.6364,31,0.5994,0.2589,378,1098,500,467,937,753,1207
639900,Bryan College of Health Sciences,Lincoln,NE,www.bryanhealthcollege.edu/bcohs/,0.573,1050,24280.5,11644,0.5,11,0.9133,0.8,379,594,597,1241,287,980,125
129100,Simpson University,Redding,CA,www.simpsonu.edu,0.5736,1024,16666,6351,1,13,0.6207,0.5244,380,732,100,521,999,190,680
227900,Lawrence Technological University,Southfield,MI,www.ltu.edu,0.5742,1127,27000,9838,0.3181,13,0.4893,0.4421,382,300,1151,279,441,1166,909
348000,Bethel University,McKenzie,TN,www.bethelu.edu/,0.5742,930,25053,6356,0.9685,32,0.5015,0.3582,382,1109,733,292,998,256,1086
280600,Rochester Institute of Technology,Rochester,NY,www.rit.edu/,0.5747,1240,27000,17731,0.675,21,0.6457,0.6253,383,123,1151,574,98,677,414
252600,Carroll College,Helena,MT,www.carroll.edu,0.5753,1133,27000,7695,0.6345,33,0.8007,0.6316,384,286,1151,1034,760,756,395
158800,Piedmont College,Demorest,GA,www.piedmont.edu,0.5755,968,23958,7524,0.5484,32,0.7309,0.5049,385,982,554,813,790,907,728
260000,College of Saint Elizabeth,Morristown,NJ,www.cse.edu,0.5759,843,23000,11114,0.3416,21,0.3666,0.5,386,1223,472,168,315,1146,744
169300,Northeastern Illinois University,Chicago,IL,www.neiu.edu/,0.5761,890,14293,12341,0.6108,11,0.3579,0.2185,387,1177,49,160,254,807,1224
299400,Minot State University,Minot,ND,www.minotstateu.edu,0.5768,1035,18951,10193,0.6667,33,0.6922,0.399,388,662,163,709,399,698,1009
246000,Culver-Stockton College,Canton,MO,www.culver.edu,0.5772,986,23702,6034,0.6341,43,0.739,0.4141,389,912,537,838,1049,757,974
343500,Lander University,Greenwood,SC,www.lander.edu,0.5778,936,27000,5161,0.5294,32,0.5861,0.4495,390,1091,1151,437,1159,928,887
379900,Walla Walla University,College Place,WA,www.wallawalla.edu,0.5779,1075,27000,10535,0.9691,23,0.6992,0.5581,391,475,1151,728,363,249,571
283700,University at Buffalo,Buffalo,NY,www.buffalo.edu,0.5781,1165,19500,15806,0.6074,21,0.4868,0.7189,392,221,208,277,119,809,210
335300,University of the Sciences,Philadelphia,PA,www.usciences.edu,0.5788,1169,27000,12724,0.99,11,0.3973,0.7397,394,211,1151,188,234,201,182
336000,Rosemont College,Rosemont,PA,www.rosemont.edu,0.5788,993,27000,5995,0.2623,21,0.4205,0.4286,394,879,1151,208,1059,1196,951
129300,Vanguard University of Southern California,Costa Mesa,CA,www.vanguard.edu,0.58,970,25000,6750,1,12,0.458,0.5518,395,973,731,253,925,190,591
322800,Bryn Athyn College of the New Church,Bryn Athyn,PA,www.brynathyn.edu,0.5802,900,22294.5,12476,0.6667,21,0.6458,0.4762,396,1162,401,576,247,698,813
332900,Pennsylvania State University-World Campus,University Park,PA,www.worldcampus.psu.edu/,0.5808,1040,27000,4260,1,41,0.732,0.25,397,636,1151,817,1218,190,1216
352400,Tennessee Temple University,Winston Salem,NC,www.tntemple.edu,0.5817,962,24500,1694,1,12,0.6069,0.1825,398,1011,617,487,1250,190,1236
381100,Davis & Elkins College,Elkins,WV,www.dewv.edu,0.5822,986,23840.5,7995,1,33,0.6341,0.3721,399,912,549,551,712,190,1060
131600,University of California-Riverside,Riverside,CA,WWW.UCR.EDU,0.5829,1128,19500,10948,0.8362,11,0.1384,0.6933,400,296,208,71,326,427,254
101900,Huntingdon College,Montgomery,AL,www.huntingdon.edu,0.5839,1026,26230,6435,0.4571,12,0.6388,0.4506,401,721,860,562,987,1035,885
102900,University of Mobile,Mobile,AL,www.umobile.edu,0.5847,1014,27000,6766,1,41,0.6479,0.4106,402,765,1151,582,919,190,982
207200,Frostburg State University,Frostburg,MD,www.frostburg.edu,0.5851,967,22250,7315,0.6859,23,0.5723,0.4854,405,987,397,407,831,659,779
302900,Cincinnati Christian University,Cincinnati,OH,www.CCUniversity.edu,0.5851,969,26350,5856,0.9355,11,0.7359,0.3583,405,977,875,827,1069,298,1085
362400,Stephen F Austin State University,Nacogdoches,TX,www.sfasu.edu,0.5851,998,25000,6816,0.8064,41,0.5666,0.4371,405,858,731,402,908,473,925
298400,University of North Carolina Wilmington,Wilmington,NC,www.uncw.edu,0.5855,1145,20584,7955,0.6921,12,0.794,0.7052,406,262,269,1013,719,650,233
228200,Madonna University,Livonia,MI,www.madonna.edu,0.5859,1049,25000,7733,0.3753,13,0.6371,0.5028,407,600,731,558,753,1118,734
341900,Charleston Southern University,Charleston,SC,www.csuniv.edu,0.5866,997,27741,6179,0.5845,13,0.6033,0.341,408,862,1169,476,1026,860,1115
183000,Rose-Hulman Institute of Technology,Terre Haute,IN,www.rose-hulman.edu,0.5879,1308,27000,20942,0.9196,13,0.7582,0.7208,409,80,1151,899,70,313,206
323500,Arcadia University,Glenside,PA,https://www.arcadia.edu,0.588,1105,26972,7453,0.3077,21,0.6861,0.5953,410,375,913,694,803,1172,482
3255300,Florida Gulf Coast University,Fort Myers,FL,www.fgcu.edu,0.5888,1059,18750,6069,0.6576,21,0.6615,0.4912,411,532,157,626,1042,715,767
104400,Stillman College,Tuscaloosa,AL,www.stillman.edu,0.5901,811,38218,9567,1,13,0.0748,0.2036,413,1232,1247,61,472,190,1229
312700,University of Dayton,Dayton,OH,https://www.udayton.edu,0.5901,1194,26000,11646,0.633,12,0.7894,0.7602,413,174,849,998,286,760,165
177500,University of Illinois at Urbana-Champaign,Champaign,IL,www.illinois.edu/,0.5904,1326,20500,13924,0.7305,13,0.5071,0.8416,414,69,268,299,173,584,80
193100,Manhattan Christian College,Manhattan,KS,www.mccks.edu,0.5909,1030,19822.5,4708,0.5,13,0.7855,0.4545,416,703,218,986,1190,980,878
303700,The College of Wooster,Wooster,OH,www.wooster.edu,0.5909,1229,26000,13239,0.8009,32,0.7033,0.7568,416,133,849,740,206,476,168
922600,Francis Marion University,Florence,SC,www.fmarion.edu,0.5911,933,31250,8702,0.7627,23,0.4521,0.4098,417,1098,1220,243,579,530,985
284500,SUNY College at Geneseo,Geneseo,NY,www.geneseo.edu/,0.5913,1221,20500,10471,0.7291,32,0.7513,0.779,418,141,268,876,369,587,145
209900,Towson University,Towson,MD,www.towson.edu,0.5921,1082,18500,5824,0.5383,13,0.6335,0.6825,419,448,148,550,1074,920,273
110100,University of Arkansas at Little Rock,Little Rock,AR,ualr.edu/www/,0.5928,1048,21736,7485,0.9821,12,0.5297,0.2654,420,609,359,330,796,220,1200
182500,Purdue University-Main Campus,West Lafayette,IN,www.purdue.edu,0.5929,1213,22500,16568,0.9493,22,0.6579,0.7295,421,153,427,614,107,278,193
114700,California State University-Fresno,Fresno,CA,www.csufresno.edu,0.594,910,15993.5,6613,0.5096,11,0.231,0.5236,422,1148,80,104,952,967,683
157400,Georgia State University,Atlanta,GA,www.gsu.edu,0.5944,1055,23090,7241,0.7763,11,0.2862,0.5334,423,550,473,127,845,510,648
328500,Lancaster Bible College,Lancaster,PA,www.LBC.edu,0.5946,996,18750,8547,0.2821,21,0.4603,0.6186,426,868,157,256,605,1188,433
344100,North Greenville University,Tigerville,SC,www.ngu.edu,0.5946,1152,21500,5010,1,41,0.8223,0.504,426,245,350,1097,1173,190,730
362300,St Mary's University,San Antonio,TX,www.stmarytx.edu/,0.5946,1033,27000,13438,0.5916,11,0.1511,0.6262,426,671,1151,75,197,844,409
317400,Oklahoma Panhandle State University,Goodwell,OK,www.opsu.edu,0.595,910,18187,6215,0.6222,42,0.5968,0.1701,427,1148,140,462,1023,788,1243
103600,Samford University,Birmingham,AL,www.samford.edu,0.5954,1165,23000,14553,0.997,21,0.8183,0.661,428,221,472,1087,152,193,328
210500,University of Maryland-Baltimore County,Baltimore,MD,www.umbc.edu,0.5961,1213,21943,9911,0.6955,21,0.442,0.6109,429,153,371,226,430,646,453
370200,Averett University,Danville,VA,www.averett.edu,0.5964,923,25000,10312,1,32,0.6112,0.3291,430,1123,731,496,387,190,1131
182700,Purdue University-Calumet Campus,Hammond,IN,www.purduecal.edu/,0.5968,965,22028,7768,0.9676,21,0.5584,0.3141,431,998,382,381,746,258,1162
291600,Chowan University,Murfreesboro,NC,www.chowan.edu/,0.5981,773,32000,5071,0.6,32,0.182,0.2523,432,1244,1224,86,1168,829,1211
173400,North Central College,Naperville,IL,northcentralcollege.edu,0.5984,1125,25515,8701,0.5,12,0.7337,0.6288,434,313,774,822,581,980,401
321100,Oregon Institute of Technology,Klamath Falls,OR,www.oit.edu,0.5984,1044,25322.5,9764,0.9109,33,0.7336,0.4709,434,624,748,821,446,322,825
115500,San Jose State University,San Jose,CA,www.sjsu.edu,0.5985,1038,15628,8357,0.3872,11,0.2098,0.516,436,646,71,98,657,1104,701
296000,Salem College,Winston-Salem,NC,www.salem.edu/,0.5985,1102,25000,7565,0.415,12,0.5328,0.6525,436,384,731,337,782,1083,348
3957400,New College of Florida,Sarasota,FL,www.ncf.edu,0.5987,1274,15000,12918,0.7739,13,0.7074,0.6937,437,96,61,755,221,513,253
178600,Ball State University,Muncie,IN,www.bsu.edu,0.5988,1066,25000,10219,0.8183,13,0.8189,0.5945,438,508,731,1088,395,453,486
247300,Kansas City Art Institute,Kansas City,MO,www.kcai.edu,0.5997,1086,27000,10567,0.469,11,0.6154,0.529,439,436,1151,505,357,1022,665
351900,Rhodes College,Memphis,TN,www.rhodes.edu,0.5999,1296,27000,14453,0.8618,11,0.7608,0.8021,440,87,1151,905,157,383,121
132500,University of San Francisco,San Francisco,CA,https://www.usfca.edu,0.6005,1152,25000,15387,0.3872,11,0.2927,0.7046,441,245,731,129,129,1104,235
298600,Winston-Salem State University,Winston-Salem,NC,www.wssu.edu,0.6016,859,27000,11194,0.9853,12,0.1735,0.4575,442,1208,1151,82,310,212,866
255300,Midland University,Fremont,NE,www.midlandu.edu,0.6018,1010,25250,4805,1,32,0.6497,0.4777,443,795,747,583,1185,190,810
754000,Missouri Baptist University,Saint Louis,MO,www.mobap.edu,0.6023,984,21250,4304,0.2465,21,0.7362,0.4422,444,921,301,828,1216,1210,908
373300,Randolph-Macon College,Ashland,VA,www.rmc.edu,0.6034,1086,27000,9850,0.6519,21,0.7712,0.6205,445,436,1151,938,437,727,428
262901,Rutgers University-Camden,Camden,NJ,www.rutgers.edu,0.6038,1025,21745,14493,0.5102,13,0.5499,0.5264,446,728,363,358,156,964,673
169600,Illinois Wesleyan University,Bloomington,IL,www.iwu.edu,0.6043,1249,27000,16167,0.7354,13,0.7095,0.806,447,111,1151,760,112,580,117
137800,Central Connecticut State University,New Britain,CT,www.ccsu.edu,0.6044,1015,22750,9928,0.485,21,0.6649,0.5235,449,759,445,636,428,1002,684
370800,Eastern Mennonite University,Harrisonburg,VA,www.emu.edu,0.6044,1003,21700,11522,1,13,0.7379,0.6175,449,834,358,835,293,190,436
316400,Oklahoma Baptist University,Shawnee,OK,www.okbu.edu,0.6048,1171,26000,6153,0.674,32,0.7094,0.5065,450,207,849,759,1031,683,724
262900,Rutgers University-New Brunswick,New Brunswick,NJ,www.rutgers.edu/,0.605,1215,21745,18006,0.5536,13,0.4327,0.8068,451,149,363,222,95,900,114
245300,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,www.centralmethodist.edu/,0.6053,1050,17093,10194,1,32,0.8034,0.5167,452,594,114,1042,398,190,697
984100,University of North Florida,Jacksonville,FL,www.unf.edu,0.6057,1133,17402,5572,0.7785,11,0.6937,0.5519,454,286,119,715,1114,505,590
343200,Erskine College,Due West,SC,www.erskine.edu,0.6057,1016,27000,7868,0.7439,42,0.661,0.4847,454,757,1151,621,730,558,783
175000,Dominican University,River Forest,IL,www.dom.edu/,0.6067,1029,25000,10312,0.4248,21,0.4076,0.6274,455,713,731,198,387,1070,405
141600,University of Bridgeport,Bridgeport,CT,www.bridgeport.edu,0.6072,899,27000,8099,1,12,0.2512,0.295,457,1167,1151,113,701,190,1182
196900,Kentucky Wesleyan College,Owensboro,KY,WWW.KWC.EDU,0.6072,1021,23567.5,5301,0.5802,13,0.6845,0.4064,457,740,532,692,1152,864,993
297600,University of North Carolina at Greensboro,Greensboro,NC,www.uncg.edu,0.6073,1043,22864,8999,0.8109,11,0.5457,0.5561,458,628,448,349,532,466,577
381800,University of Charleston,Charleston,WV,www.ucwv.edu,0.6077,988,21940,6776,0.5723,13,0.6616,0.3505,459,907,369,627,914,876,1101
223500,Albion College,Albion,MI,www.albion.edu,0.6079,1125,27000,13911,0.888,31,0.799,0.7175,460,313,1151,1027,175,343,212
155400,Berry College,Mount Berry,GA,www.berry.edu,0.6083,1183,24000,12558,0.835,23,0.8305,0.6161,461,193,572,1119,243,428,438
113300,California Lutheran University,Thousand Oaks,CA,www.callutheran.edu/,0.6097,1109,23000,8294,1,12,0.5098,0.6577,462,356,472,302,676,190,337
298900,Dickinson State University,Dickinson,ND,www.dickinsonstate.edu,0.6103,957,19500,10550,0.5762,33,0.7758,0.3531,464,1026,208,950,360,866,1096
367800,Southern Utah University,Cedar City,UT,www.suu.edu/,0.6103,1063,13237,7872,0.7741,33,0.7909,0.5036,464,522,40,1002,729,512,732
347700,Aquinas College,Nashville,TN,www.aquinascollege.edu,0.6104,1123,21426,10033,1,11,0.7414,0.25,465,315,314,846,420,190,1216
200700,Louisiana College,Pineville,LA,www.lacollege.edu,0.6106,990,23743.5,9049,1,23,0.6614,0.4664,466,901,541,624,522,190,843
114000,California State University-Los Angeles,Los Angeles,CA,www.calstatela.edu,0.6107,871,13645,6587,0.4507,11,0.0757,0.4105,467,1196,42,62,959,1042,983
250600,Saint Louis University,Saint Louis,MO,www.slu.edu,0.6108,1239,25500,18230,0.6116,11,0.6652,0.7155,468,126,773,638,94,805,215
172200,McKendree University,Lebanon,IL,www.mckendree.edu/prospective/admissions/index.aspx,0.6115,1048,24447.5,5719,1,21,0.6909,0.5649,469,609,607,705,1086,190,556
210600,University of Maryland Eastern Shore,Princess Anne,MD,www.umes.edu,0.6127,842,27000,8675,0.6037,31,0.1017,0.3671,470,1224,1151,68,585,819,1068
345800,Augustana University,Sioux Falls,SD,www.augie.edu,0.6129,1162,27000,10732,0.8438,12,0.8672,0.6667,471,228,1151,1203,338,420,317
219000,Worcester State University,Worcester,MA,www.worcester.edu,0.613,997,19500,6651,1,12,0.7178,0.5314,472,862,208,777,943,190,654
986200,Clarkson College,Omaha,NE,www.clarksoncollege.edu/,0.6134,990,26000,9543,0.791,11,0.751,0.5909,473,901,849,875,475,485,495
191800,Friends University,Wichita,KS,www.friends.edu,0.6138,1029,24500,5679,1,11,0.7043,0.3432,474,713,617,744,1096,190,1112
222100,University of Massachusetts-Amherst,Amherst,MA,www.umass.edu,0.6139,1217,24300,13886,0.7878,21,0.6793,0.7509,475,146,598,677,177,491,172
359100,McMurry University,Abilene,TX,ww2.mcm.edu,0.614,901,25000,9561,0.9873,12,0.5561,0.3614,477,1159,731,378,473,209,1078
365600,The University of Texas at Arlington,Arlington,TX,WWW.UTA.EDU,0.614,1053,18750,6322,0.6226,11,0.4139,0.4188,477,561,157,200,1006,785,967
108800,Lyon College,Batesville,AR,www.lyon.edu,0.6142,1109,25000,10540,0.7119,33,0.742,0.4902,478,356,731,848,361,617,769
230800,Olivet College,Olivet,MI,www.olivetcollege.edu,0.6143,917,27000,5426,1,42,0.7735,0.3865,479,1134,1151,944,1133,190,1032
192900,Kansas Wesleyan University,Salina,KS,www.kwu.edu,0.6147,1059,25000,5154,0.661,33,0.7372,0.3261,480,532,731,833,1160,711,1139
284200,SUNY Buffalo State,Buffalo,NY,suny.buffalostate.edu/,0.6155,939,21500,9777,0.463,11,0.5641,0.4472,481,1083,350,396,445,1029,892
146900,Florida Institute of Technology,Melbourne,FL,www.fit.edu,0.6157,1176,26987.5,12044,0.9968,13,0.4023,0.5496,482,203,914,190,265,195,597
933300,University of Illinois at Springfield,Springfield,IL,www.uis.edu,0.6158,1081,19500,10299,0.6067,12,0.6595,0.4868,483,454,208,618,388,811,774
218100,Massachusetts Maritime Academy,Buzzards Bay,MA,www.maritime.edu,0.616,1105,27000,8702,0.6,22,0.8832,0.7017,484,375,1151,1224,579,829,240
273200,Hofstra University,Hempstead,NY,www.hofstra.edu,0.6161,1147,23500,16162,0.464,21,0.5643,0.5999,485,253,527,397,113,1027,469
359200,Midwestern State University,Wichita Falls,TX,www.mwsu.edu,0.6164,995,22500,8527,0.7605,12,0.5508,0.4547,486,874,427,361,607,535,874
184600,Briar Cliff University,Sioux City,IA,www.briarcliff.edu,0.6169,1005,24000,6604,0.9565,13,0.7718,0.4683,487,824,572,940,953,267,836
337100,Temple University,Philadelphia,PA,www.temple.edu,0.6173,1125,25999.5,12889,0.494,11,0.5822,0.6918,488,313,804,429,226,987,258
3011300,California State University-San Marcos,San Marcos,CA,www.csusm.edu,0.618,948,18000,8347,0.4613,21,0.323,0.4853,489,1055,137,141,663,1032,780
250200,Southwest Baptist University,Bolivar,MO,www.sbuniv.edu,0.6185,1070,20990,5389,1,32,0.8321,0.4922,490,498,283,1124,1137,190,766
134200,Whittier College,Whittier,CA,www.whittier.edu,0.6188,1061,25000,11796,0.6047,21,0.3128,0.6538,491,526,731,138,274,816,346
223400,Adrian College,Adrian,MI,www.adrian.edu,0.6189,1009,27000,8616,0.5109,32,0.728,0.5657,492,803,1151,801,598,962,553
277700,Medaille College,Buffalo,NY,www.medaille.edu,0.619,840,25000,6770,0.2334,11,0.6066,0.4436,493,1225,731,485,917,1218,905
170700,Lewis University,Romeoville,IL,www.lewisu.edu,0.6191,1070,25000,8524,0.368,21,0.6554,0.6246,494,498,731,602,609,1121,416
147300,Clearwater Christian College,Clearwater,FL,www.clearwater.edu,0.6192,974,20250,5278,0.6438,12,0.7482,0.4959,496,950,248,870,1154,737,756
382721,West Virginia University Institute of Technology,Montgomery,WV,www.wvutech.edu,0.6192,983,23969,6765,0.79,41,0.7462,0.1921,496,924,556,862,920,487,1232
974100,The University of Texas at Dallas,Richardson,TX,www.utdallas.edu,0.6194,1259,19000,10407,0.7414,13,0.388,0.7064,497,104,179,184,374,566,231
216100,University of Massachusetts-Lowell,Lowell,MA,www.uml.edu,0.6201,1145,25000,10748,0.5407,21,0.6564,0.5449,498,262,731,607,337,916,616
110800,University of Arkansas,Fayetteville,AR,www.uark.edu,0.6204,1155,21500,9069,0.8714,13,0.7798,0.6228,500,238,350,965,518,366,421
210200,University of Baltimore,Baltimore,MD,www.ubalt.edu,0.6204,920,20500,9029,0.4873,11,0.3383,0.4294,500,1127,268,152,526,999,947
380800,Bethany College,Bethany,WV,www.bethanywv.edu,0.6205,906,28549.5,7689,0.6304,41,0.5447,0.4661,501,1154,1190,346,762,766,845
304900,Hiram College,Hiram,OH,WWW.HIRAM.EDU,0.6208,1004,27000,9183,0.5503,31,0.682,0.6344,502,831,1151,682,506,903,387
294400,Mars Hill University,Mars Hill,NC,www.mhu.edu,0.6209,924,27000,5625,0.5823,21,0.6877,0.3686,503,1120,1151,696,1105,862,1065
269900,Clarkson University,Potsdam,NY,www.clarkson.edu,0.6214,1195,27000,13300,0.8443,33,0.8345,0.7084,504,171,1151,1129,204,419,227
325900,Eastern University,Saint Davids,PA,www.eastern.edu/about/student-consumer-information,0.6218,1038,25872,8357,0.3109,21,0.5136,0.6127,505,646,793,311,657,1171,446
218500,Framingham State University,Framingham,MA,www.framingham.edu/index.html,0.6226,1011,23979,5518,1,13,0.7501,0.514,506,770,557,872,1123,190,708
210700,Stevenson University,Stevenson,MD,www.stevenson.edu,0.6231,990,25803,9166,0.2907,41,0.5614,0.6278,507,901,790,388,510,1183,403
710900,SUNY College at Old Westbury,Old Westbury,NY,www.oldwestbury.edu,0.6235,995,15609.5,9875,0.423,21,0.3082,0.3724,508,874,70,135,433,1073,1059
348100,Carson-Newman University,Jefferson City,TN,www.cn.edu,0.624,1083,24648,7223,0.5265,23,0.843,0.4797,509,444,621,1160,847,932,799
351100,Milligan College,Milligan College,TN,www.milligan.edu,0.6241,1097,23500,6417,1,22,0.8273,0.5795,510,398,527,1106,989,190,528
212300,Becker College,Worcester,MA,www.becker.edu,0.6247,1015,26000,6358,0.2599,12,0.6937,0.309,511,759,849,715,996,1198,1166
282300,St John's University-New York,Queens,NY,www.stjohns.edu,0.6252,1107,25910,11325,0.434,11,0.338,0.5875,512,360,795,150,301,1062,504
258600,Rivier University,Nashua,NH,www.rivier.edu,0.6256,962,25500,6657,0.3317,13,0.7865,0.5122,513,1011,773,988,942,1161,714
383100,Wheeling Jesuit University,Wheeling,WV,www.wju.edu,0.6263,1032,27000,6981,0.4,13,0.7657,0.6374,514,675,1151,922,877,1094,379
290600,Appalachian State University,Boone,NC,www.appstate.edu/,0.6266,1148,20000,7384,0.7387,32,0.8582,0.6973,515,250,235,1185,817,572,245
232600,University of Michigan-Dearborn,Dearborn,MI,www.umd.umich.edu/,0.6267,1105,25750,9576,0.5857,13,0.6994,0.5006,516,375,788,730,471,856,738
315100,Oklahoma Wesleyan University,Bartlesville,OK,www.okwu.edu,0.627,999,21276.5,6009,0.3153,32,0.6574,0.3708,517,855,303,610,1056,1169,1063
172400,Millikin University,Decatur,IL,https://www.millikin.edu,0.6273,1046,27000,8907,0.7041,13,0.7354,0.6136,518,616,1151,826,552,631,444
262902,Rutgers University-Newark,Newark,NJ,www.rutgers.edu,0.6275,1035,21745,13707,0.6035,11,0.256,0.6589,519,662,363,117,186,820,335
109800,Henderson State University,Arkadelphia,AR,www.hsu.edu,0.6278,989,19586,6495,1,32,0.6569,0.3619,520,904,212,608,975,190,1075
359900,The University of Texas Rio Grande Valley,Edinburg,TX,www.utrgv.edu,0.628,953,12036.5,5949,0.9275,13,0.0308,0.4275,521,1032,31,42,1065,304,952
271300,Dominican College of Blauvelt,Orangeburg,NY,www.dc.edu,0.6281,872,27000,7330,0.3348,21,0.3338,0.3882,522,1195,1151,147,825,1158,1029
252400,William Jewell College,Liberty,MO,www.jewell.edu,0.6283,1141,26625,9847,0.589,21,0.768,0.5962,523,270,892,929,439,853,475
295300,William Peace University,Raleigh,NC,www.peace.edu,0.6291,890,23500,4406,0.2109,11,0.4466,0.3588,524,1177,527,230,1208,1229,1084
322400,University of Portland,Portland,OR,www.up.edu,0.6293,1195,24906,10653,0.5631,11,0.625,0.802,525,171,637,527,348,889,122
365200,University of Houston,Houston,TX,www.uh.edu/,0.6299,1139,19702.5,7993,0.8564,11,0.2718,0.4811,526,273,216,119,714,394,793
239400,Winona State University,Winona,MN,www.winona.edu,0.6304,1050,23664.5,6581,0.641,32,0.8751,0.5716,528,594,535,1214,960,742,540
241500,Mississippi College,Clinton,MS,www.mc.edu,0.6304,1120,26145,7825,0.5043,21,0.6625,0.5352,528,322,855,630,741,969,644
212200,Bay Path University,Longmeadow,MA,www.baypath.edu,0.6305,951,22878.5,6300,0.2379,21,0.5756,0.6319,529,1038,450,414,1011,1216,393
265100,Eastern New Mexico University-Main Campus,Portales,NM,www.enmu.edu,0.6306,935,15750,6199,0.5909,33,0.4631,0.2797,530,1093,72,258,1024,849,1190
157200,Georgia Southern University,Statesboro,GA,www.georgiasouthern.edu,0.631,1099,22500,6032,0.8999,32,0.6267,0.5132,531,393,427,533,1051,332,711
171000,Loyola University Chicago,Chicago,IL,www.luc.edu,0.6334,1212,25000,11731,0.5031,11,0.6028,0.7335,532,154,731,475,279,972,190
262100,New Jersey Institute of Technology,Newark,NJ,www.njit.edu/,0.6339,1168,21500,9177,0.6114,11,0.3284,0.5854,533,213,350,143,508,806,510
259700,Bloomfield College,Bloomfield,NJ,www.bloomfield.edu/,0.634,810,30500,8240,1,21,0.0983,0.3189,534,1234,1209,65,686,190,1152
387500,Northland College,Ashland,WI,www.northland.edu,0.6343,1085,27000,9723,0.8772,33,0.8052,0.4586,535,441,1151,1049,449,357,862
238900,University of Minnesota-Morris,Morris,MN,www.morris.umn.edu/,0.6359,1148,19157,8474,0.9524,33,0.6395,0.6676,536,250,183,563,624,274,311
345100,Coastal Carolina University,Conway,SC,www.coastal.edu,0.636,996,25000,8475,1,13,0.6958,0.4522,537,868,731,717,623,190,883
253400,Rocky Mountain College,Billings,MT,rocky.edu,0.6361,1031,25626,7204,0.6765,12,0.7708,0.4162,538,685,780,936,852,675,971
3101900,Trinity Baptist College,Jacksonville,FL,www.tbc.edu,0.6368,899,16343,2512,1,11,0.6278,0.413,539,1167,92,538,1247,190,978
146700,Bethune-Cookman University,Daytona Beach,FL,www.cookman.edu,0.6371,803,36250,6759,0.7138,13,0.019,0.4965,540,1239,1243,29,922,613,752
181100,Indiana University-East,Richmond,IN,www.iue.edu/,0.6376,943,21172,5445,0.3576,41,0.8831,0.268,541,1070,294,1223,1130,1130,1199
141705,University of Connecticut-Avery Point,Groton,CT,uconn.edu/,0.6392,1050,21500,14517,1,22,0.6716,0.5357,542,594,350,653,155,190,641
259800,Caldwell University,Caldwell,NJ,www.caldwell.edu,0.6393,950,26040,6637,0.8929,21,0.4229,0.6159,543,1046,851,211,946,340,439
335400,Philadelphia University,Philadelphia,PA,www.philau.edu,0.6394,1074,27800,9712,1,11,0.5924,0.6603,544,480,1172,453,453,190,332
316500,Oklahoma Christian University,Edmond,OK,www.oc.edu,0.6401,1127,24500,7261,0.982,11,0.71,0.4744,545,300,617,761,842,221,817
278200,New York Institute of Technology,Old Westbury,NY,www.nyit.edu,0.6403,1069,24187.5,14043,0.2857,21,0.1885,0.4475,546,500,586,87,170,1186,890
